Varenummer;Varegruppenavn;Varenavn;Pris;Beholdning;Vaegt;Modelbetegnelse;EAN nummer;Producentnavn;Leveringstid
990837598;Hardware;Cisco 250 Series SF250-48HP Switch 48-porte 10/100  PoE+;463.21;0;4.93;SF250-48HP-K9-EU;0882658767401;Cisco Systems;4
991772917;Hardware;Konica Minolta TN-712 Sort 40.800 sider ;48.2;0;1;A3VU050;;Konica Minolta Holdings;5
991981203;Hardware;Ricoh Sort 25000 sider;86.36;0;1.075;407824;4961311907982;Ricoh;5
992058688;Hardware;Cisco Catalyst 2960L-48PS-LL Switch 48-porte Gigabit  PoE+;896.85;2;4.65;WS-C2960L-48PS-LL;0882658965142;Cisco Systems;0
992058690;Hardware;Cisco Catalyst 2960L-16PS-LL Switch 16-porte Gigabit  PoE+;418.35;0;2.6;WS-C2960L-16PS-LL;0882658965104;Cisco Systems;5
992058691;Hardware;Cisco Catalyst 2960L-8PS-LL Switch 8-porte Gigabit  PoE+;263.84;0;2.56;WS-C2960L-8PS-LL;0882658965098;Cisco Systems;1
992090685;Hardware;Wacom Intuos Pro Medium Sort;290.42;0;0.7;PTH-660-N;4949268620017;Wacom Technology;-1
991834902;Hardware;Zebra Batteri til håndmodel;58.86;0;0.11;BTRY-TC51-43MA1-01;5711783342021;Zebra Technologies;4
990014682;Hardware;Sony LR 23A Grøn Guld;1.89;0;0.02;LR23NB1A;8562016804;Sony;4
991299988;Hardware;be quiet! Dark Base 900 Miditower Udvidet ATX Ingen strømforsyning Sort;147.63;0;14.18;BG011;4260052184929;Listan;5
991286657;Hardware;ASUS H110T Thin mini ITX LGA1151  Intel H110 Express ;72.21;0;0.65;90MB0Q40-M0EAY0;4712900372564;ASUSTeK COMPUTER;4
987701297;Hjem & Hobby;Beurer Massagepude MG 145;32.27;0;1.86;644.04;4211125644048;Beurer;-1
990063605;Hardware;Fujitsu - Strømforsyningsadapter - 90 Watt - for LIFEBOOK E546, E556, E734, E736, E744, E746, E754, E756, S904, S935, T725, T904, U745;23.82;0;0.445;S26391-F1316-L509;4054681979458;Fujitsu;5
990058243;Hardware;Fujitsu Slim AC Adapter 65Watt;19.76;0;0.323;S26391-F1246-L509;4054681979465;Fujitsu;5
989460590;Hardware;MikroTik SFP (mini-GBIC) transceiver modul Indstiksmodul;18.54;0;0.016666;S-85DLC05D;0;MikroTik;5
991746389;Hardware;OCZ SSD VX500 1TB 2.5 SATA-600;528.68;0;0.05;VX500-25SAT3-1T;0842024037941;Toshiba;5
992085783;Hardware;Fujitsu E24-8 TS Pro 23.8 1920 x 1080 DVI VGA (HD-15) HDMI DisplayPort;112.92;0;3.6;S26361-K1598-V160;4057185668828;Fujitsu;5
991446007;Hardware;CISCO 8821 BATTERY EXTENDED;32.16;0;0.11;CP-BATT-8821=;0882658915482;Cisco Systems;5
989836964;Hjem & Hobby;Philips Kedel 1.5liter Sort;27.15;0;0;HD9305/20;8710103693413;Philips;5
990063607;Hardware;Fujitsu Ramme 2.5 Sort;26.16;0;0.39;S26391-F1244-L709;4054681979489;Fujitsu;3
990104056;Hardware;Garmin HRM-Run Hjertefrekvenssensor;56.1;2;0.06;010-10997-12;0753759149772;Garmin;0
992162000;Hardware;Fujitsu ESPRIMO D556/2/E85 SFF I7-7700 16GB 512GB Windows 10 Pro 64-bit;755.07;0;8;VFY:D5562P47SPNC;4057185806725;Fujitsu;2
990075449;Hardware;Fujitsu Docking Cradle;104.25;0;0.24;S26391-F2167-L100;4057185533362;Fujitsu;4
992167279;Hjem & Hobby;Philips Daily Collection HD2581 Brødrister 830W Hvid;19.09;0;1.3;HD2581/00;8710103800347;Philips;7
992165647;Hardware;Hikvision DS-3E0105P-E Switch 4-porte 10/100  PoE+;38.34;0;0.299;301800855;;Hikvision Digital Technology;2
992165649;Hardware;Hikvision DS-3E0318P-E Switch 16-porte Gigabit  PoE+;173.93;1;4.29;301800857;;Hikvision Digital Technology;0
990221600;Hardware;Epson SureColor SC-P20000 Blækprinter;11553.1;0;171;C11CE20001A0;8715946616551;Epson;2
992088722;Hardware;Epson Expression 12000XL Pro Flatbed-scanner Desktopmodel;4108.01;0;20.5;B11B240401BT;8715946622958;Epson;7
987670614;Hardware;Inter-Tech CI-01 Kortlæser USB 3.0;7.59;0;0.19;88884054;4260133125568;Inter-Tech Elektronik Handels;4
989889189;Hardware;Inter-Tech IPC 2U-2129N Rackversion SSI EEB Ingen strømforsyning Sort;88.93;0;8.93;88887194;4260133128385;Inter-Tech Elektronik Handels;4
989747619;Hardware;Inter-Tech IPC 2U-2098-SL Rackversion ATX Ingen strømforsyning Sort;86.8;0;11.36;88887127;4260133128071;Inter-Tech Elektronik Handels;4
990213206;Hardware;Inter-Tech IPC 1U-K-125L Rackversion Mini ITX Ingen strømforsyning Sort Grå;50.45;0;2.79;88887085;4260133125711;Inter-Tech Elektronik Handels;4
990041947;Hardware;Inter-Tech GM-6013 Minitower Micro-ATX Ingen strømforsyning Sort;28.01;0;3.78;88881226;4260133128767;Inter-Tech Elektronik Handels;4
989959916;Hardware;Logitech K120 Tastatur Kabling Fransk;12.78;0;0.55;920-002488;5099206020726;Logitech;4
992158627;Hardware;Logitech M100 Optisk Kabling Sort;5.89;32;0.09;910-005003;5099206070462;Logitech;0
992162120;Hardware;Logitech M100 Optisk Kabling Hvid;5.62;13;0.09;910-005004;5099206070479;Logitech;0
992083344;Hardware;Logitech K375s Multi-Device Tastatur Trådløs German QWERTZ;27.75;0;0.475;920-008168;5099206066380;Logitech;7
992161547;Hardware;Logitech Presenter Spotlight Slate for Business BT;82.88;1;0.049;910-005166;5099206072138;Logitech;0
990386055;Hardware;Zebra DS3678-ER Stregkodescanner Bærbar;617.95;0;0.436;DS3678-ER2F003VZWW;5711783221296;Zebra Technologies;4
990078485;Hardware;Zebra CS3000 Series CS3000 Stregkodescanner Håndmodel;140.15;0;0.07;CS3000-SR10007WW;5711045281723;Zebra Technologies;5
990079280;Hardware;Symbol DS4308-SR Stregkodescanner Håndmodel;105.11;3;0.16;DS4308-SR7U2100SGW;4054843779834;Zebra Technologies;0
989894849;Mobiler, Telefoni & Navigation;TechniSat DigitRadio 580 Sølv Grå;199.78;0;4;0000/4977;4019588770003;TechniSat;5
989894850;Mobiler, Telefoni & Navigation;TechniSat DigitRadio 580 Hvid Sølv;211.02;0;4.01;0001/4977;4019588719743;TechniSat;5
992084099;Hardware;NZXT Noctis 450 ROG Miditower ATX Ingen strømforsyning Grå;81.4;0;9.6;CA-RO450-G1;5060301693450;NZXT;5
990656213;Hardware;OKI - Opsamler til overskydende toner - for ES 9465 MFP, 9475 MFP, 9475dn MFP;30.93;0;1.03;45639502;5031713060901;OKI;5
990569724;Hardware;OKI Sort 12000 sider;83.82;0;0.57;45807116;5031713063445;OKI;5
990028118;Hardware;Trust GXT 540 Sort;18.57;0;0.37;20712;8713439207125;Trust Computer Products;5
992161740;Hardware;Targus Pulse Hylster  14 Polyurethan Sort Blå;12.12;0;0.18;TSS94802EU;5051794021806;Targus;7
992163445;Hardware;Targus Pulse Hylster  14 Sort Pink;11.92;2;0.24;TSS94813EU;5051794021882;Targus;0
992161732;Hardware;Targus CitySmart Bæretaske  15.6 Sort;18.08;3;0.66;TBT914EU;5051794021967;Targus;0
992161735;Hardware;Targus CitySmart Rygsæk  15.6 Polyurethan Sort Grå;45.17;0;0.75;TSB912EU;5051794021936;Targus;5
992161748;Hardware;Targus 360 Perimeter Hylster  14 Polyurethan Rød;17.87;0;0.26;TSS94903EU;5051794021899;Targus;7
992161742;Hardware;Targus Pulse Hylster  15.6 Grå;10.58;50;0.29;TSS95104EU;5051794021875;Targus;0
992161747;Hardware;Targus 360 Perimeter Hylster  14 Polyurethan Blå;16.47;2;0.26;TSS94902EU;5051794021820;Targus;0
992161738;Hardware;Targus Pulse Hylster  12 Sort Grå;9.24;0;0.25;TSS94604EU;5051794021776;Targus;81
992161734;Hardware;Targus CitySmart Rygsæk  15.6 Sort;31.47;9;0.74;TSB911EU;5051794021929;Targus;0
992161750;Hardware;Targus 360 Perimeter Hylster  15.6 Polyurethan Rød;14.7;0;0.2;TSS95003EU;5051794021851;Targus;7
992161752;Hardware;Targus Mobile Bæretaske  14 Sort;30.66;10;1.18;TBT917EU;5051794021998;Targus;0
992161731;Hardware;Targus CitySmart Bæretaske  14 Sort;17;34;0.62;TBT913EU;5051794021950;Targus;0
992161736;Hardware;Targus CitySmart Rygsæk  15.6 Polyurethan Sort Grå;35.35;3;1.96;TSB913EU;5051794021943;Targus;0
992161741;Hardware;Targus Pulse Hylster  14 Grå;11.38;45;0.25;TSS94804EU;5051794021813;Targus;0
992161743;Hardware;Targus Pulse Hylster  15.6 Polyurethan Sort Blå;12.31;0;0.2;TSS95102EU;5051794021905;Targus;7
992161733;Hardware;Targus CitySmart Bæretaske  15.6 Polyurethan Sort Grå;26.65;15;0.83;TBT915EU;5051794021974;Targus;0
992161749;Hardware;Targus 360 Perimeter Hylster  15.6 Grå;11.92;11;0.45;TSS95004EU;5051794021844;Targus;0
992161751;Hardware;Targus Mobile Bæretaske  15.6 Sort;36.02;7;1.41;TBT916EU;5051794021981;Targus;0
992161753;Hardware;Targus Mobile Rygsæk  15.6 Sort;40.89;0;1.48;TSB914EU;5051794022001;Targus;3
992161739;Hardware;Targus Pulse Hylster  12 Sort Blå;8.66;0;0.23;TSS94602EU;5051794021929;Targus;5
992161744;Hardware;Targus 360 Perimeter Hylster  13.3 Polyurethan Grå;14.59;5;0.15;TSS94704EU;5051794021783;Targus;0
992161746;Hardware;Targus 360 Perimeter Hylster  14 Grå;12.17;6;0.3;TSS94904EU;5051794021837;Targus;0
992166167;Hardware;HP EliteDesk 800 G3 SFF I5-7500 8GB 256GB Windows 10 Pro 64-bit;575.63;0;5.31;1HK66EA#UUW;0190781582748;Hewlett-Packard;5
992166164;Hardware;HP ProDesk 600 G3 Minitower I5-7500 4GB 500GB Windows 10 Pro 64-bit ;652.48;0;7.14;1HK62EA#UUW;0;Hewlett-Packard;3
992166166;Hardware;HP EliteDesk 800 G3 Mini desktop I5-7500 8GB 256GB W10P NO KEYBOARD & MOUSE;481.9;50;1.21;1CB68EA#UUW;0190781559702;Hewlett-Packard;0
992157683;Hardware;HP EliteDesk 800 G3 Tower I7-7700 16GB 512GB Windows 10 Pro 64-bit ;1795.29;0;9.03;1HK27EA#UUW;0190781583257;Hewlett-Packard;3
990020986;Hardware;Lenovo ThinkPad Ramme;13.99;0;0.1;4XB0K59917;0190151269996;Lenovo;3
990209540;Hardware;Lenovo High Efficiency 750Watt;97.02;0;1.663;00FK932;0883436546249;Lenovo;3
990091932;Hardware;Lenovo Dust Shield Støvdække;8.74;0;0.02;4XH0K92691;0190151556478;Lenovo;2
990336778;Hjem & Hobby;Bosch Styline Kedel 1.5liter Sort/rustfrit stål;62.56;0;1;TWK8613P;4242002824598;Bosch Group;1
990601205;Hardware;Lenovo ServeRAID M5200 Series RAID 6 Upgrade RAID kontrolenheds opgraderingsnøgle;62.37;0;0.01;47C8706;0883436393126;Lenovo;4
989436186;Hjem & Hobby;Bosch Styline Kedel 1.5liter Hvid/rustfrit stål;60.16;0;1.86;TWK8611P;4242002824628;Bosch Group;7
990107868;Hardware;Lenovo ThinkPad Pen Pro-2;32;1;0.1;4X80K32538;0889955771254;Lenovo;0
992093579;Hardware;Lenovo DDR4  4GB 2400MHz   SO-DIMM  260-PIN;36.52;0;0.373333;4X70M60573;0190940388150;Lenovo;4
992093582;Hardware;Lenovo DDR4  8GB 2400MHz   SO-DIMM  260-PIN;58.49;1;0.05;4X70M60574;0190940388167;Lenovo;0
989879960;Hardware;TERRATEC POWERBANK P4 Grå Blå;36.04;0;0.268;171655;4040895716552;NOXON;4
992163289;Mobiler, Telefoni & Navigation;Sony XS-FB1320E Sort Højttalere;17.24;0;0.45;XSFB1320E.EUR;4548736016392;Sony;5
992163291;Mobiler, Telefoni & Navigation;Sony XS-FB6920E Sort Højttalere;31.06;0;1.03;XSFB6920E.EUR;4548736016378;Sony;5
992163268;Mobiler, Telefoni & Navigation;Sony XS-FB1020E Sort Højttalere;16.74;0;0.38;XSFB1020E.EUR;4548736016408;Sony;5
990046616;Hardware;PanzerGlass Privacy Filter Transparent Apple iPad Air  iPad Air 2 iPad Air  iPad Air 2;18.27;0;0.22;P1061;5711724110610;PanzerGlass;3
992165656;Mobiler, Telefoni & Navigation;Plantronics Backbeat Fit Trådløs Blå Sort Øreproptelefoner;65.61;10;0.02;206001-05;5033588048213;Plantronics;0
992165658;Mobiler, Telefoni & Navigation;Plantronics Backbeat Fit Trådløs Lilla Sort Øreproptelefoner;61.95;0;0.02;206003-05;5033588049432;Plantronics;5
992163361;Mobiler, Telefoni & Navigation;Sony ICD-PX370 Stemmeoptager Sort;47.88;0;0.07;ICDPX370.CE7;4548736033634;Sony;5
992163338;Mobiler, Telefoni & Navigation;Sony ICF-506 Privat radio Sort;34.19;0;1;ICF506.CED;4548736046535;Sony;5
992163342;Mobiler, Telefoni & Navigation;Sony XDR-S41D DAB bærbar radio Hvid;61.61;0;1;XDRS41DW.EU8;;Sony;5
992163340;Mobiler, Telefoni & Navigation;Sony XDR-S41D DAB bærbar radio Blå;61.61;0;1;XDRS41DL.EU8;4548736053939;Sony;5
992163346;Mobiler, Telefoni & Navigation;Sony XDR-V20D Clock-radio Hvid;102.8;0;1;XDRV20DW.EU8;4548736044920;Sony;5
992163362;Mobiler, Telefoni & Navigation;Sony ICD-PX470 Stemmeoptager Sort;65.03;0;0.07;ICDPX470.CE7;4548736033610;Sony;5
990862553;Hardware;HPE Aruba 2530-24G Switch 24-porte Gigabit  ;401.56;0;2.77;J9776A;7330381953347;Hewlett Packard Enterprise;7
990125259;Hjem & Hobby;Philips Hue 25000timer 9.5W;16.79;0;0.18;8718696449578;8718696449578;Philips;5
990146822;Hjem & Hobby;Philips Hue LED Lampe E27 Starter Set;55.89;0;0.69;8718696449554;8718696449554;Philips;7
990148572;Hjem & Hobby;Philips Hue 20000timer;19.94;0;1;8718696129555;8718696129555;Philips;5
991634175;Hardware;Delock Adapter USB Type-Câ¢ male > Displayport female (DP Alt Mode) 4K 60 Hz;18.72;0;0.09;62727;4043619627271;DeLOCK;4
991634178;Hardware;Delock Adapter USB Type-Câ¢ male > HDMI female (DP Alt Mode) 4K 60 Hz;22.63;4;0.09;62730;4043619627301;DeLOCK;0
991840175;Hardware;EIZO FlexScan S1934H 19 1280 x 1024 DVI VGA (HD-15) DisplayPort Pivot Skærm;232.83;0;5.6;S1934H-BK;;Eizo Nanao;4
992089108;Hardware;Goobay USB 3.1 USB-C - USB-C 1,0meter Sort;5.36;15;0.2;71468;4040849714689;Goobay;0
989571455;Hardware;Easypix Aquapix W1024 Splash 10Megapixel Gul Gul Digitalkamera;40.62;0;0.098;10014;4260041682726;Easypix;5
990878957;Hardware;Noctua Redux NF-S12B Indsats med blæser;11.26;0;0.23;NF-S12B redux-1200 P;4716123315285;Noctua;-1
989894844;Mobiler, Telefoni & Navigation;TechniSat DigitRadio 110 IR Sort;96.67;0;0.236;0010/4958;4019588710955;TechniSat;5
991918604;Hardware;TP-Link NC450 1280 x 720;63.2;5;0.399;NC450;6935364095192;TP-LINK Technologies;0
992167676;Hardware;DeLOCK USB 3.0 USB-kabel 50cm Sort;3.26;0;0.04;85065;4043619850655;DeLOCK;4
988925930;Hardware;4 Cell Li-Ion 14.4V 2600mAh;42.22;0;1;MBI3397;5712505178614;EET Europarts;3
988689403;Hardware;Reflecta x9-Scan Filmscanner (35 mm) Desktopmodel;76.71;0;1.05;64290;4005039642906;Reflecta;5
991746386;Hardware;OCZ SSD VX500 512GB 2.5 SATA-600;58.66;0;0.05;VX500-25SAT3-512G;0842024037934;Toshiba;5
988913765;Mobiler, Telefoni & Navigation;Braun DigiFrame 1360 Sort;101.63;0;1.009;21196;4000567211969;Braun Photo Technik;5
990142753;Hardware;Lexmark CS720de Laser ;520.56;0;36.3;40C9136;0734646593472;Lexmark International;4
990626257;Hardware;Samsung Galaxy Tab S2 8 32GB Hvid Android 6.0 (Marshmallow);290.99;0;0.267;SM-T719NZWEDBT;8806088345000;Samsung;5
990214769;Hardware;G.Skill Ripjaws V DDR4  64GB kit 3200MHz CL14     ;472.01;0;0.215;F4-3200C14Q-64GVK;0;G.Skill;5
990006848;Mobiler, Telefoni & Navigation;Sony SU Vægmontering LCD / plasma panel;87;0;6.86;SU-WL500/PSE;5013493264656;Sony;3
992176383;Hardware;AMD CPU Ryzen 7 1700X 3.4GHz 8 kerner  AM4;301.99;0;1;YD170XBCAEWOF;0730143308342;AMD;3
992176518;Hardware;ASRock AB350 Pro4 ATX  AM4 AMD B350 FCH;61.46;5;1;AB350 PRO4;4717677333169;ASRock;0
992176519;Hardware;ASRock AB350M Pro4 Micro-ATX  AM4 AMD B350 FCH;63.02;0;1;AB350M PRO4;4717677333176;ASRock;6
992176548;Komponenter;Lenovo Slim DVD-RW internal SATA;14.59;50;1;5DX0L08424;5712505125892;Lenovo;0
991842637;Mobiler, Telefoni & Navigation;Plantronics Explorer 80 Trådløs Sort Headset;20.53;0;0.008;205020-05;5033588048312;Plantronics;2
989932382;Hardware;LOGILINK - Mini DisplayPort 1.2 to HDMI Adapter (Active Type);11.28;0;0.01;CV0036B;4052792032734;2direct;4
992042640;Hardware;ASUS MX27UC 27 3840 x 2160 HDMI DisplayPort USB-C 60Hz;529.33;0;5.5;90LM02B3-B01670;4712900463149;ASUSTeK COMPUTER;4
991914796;Hardware;ARCTIC F14 TC Indsats med blæser;5.33;0;0.18;ACFAN00081A;0872767008762;ARCTIC;5
992039029;Mobiler, Telefoni & Navigation;ARCTIC P533 Penta Kabling Orange Sort Headset;58.06;0;0.375;AOHPH00001A;0872767008809;ARCTIC;4
992065608;Hardware;ARCTIC Skrivebordsmontering LCD display 13-32;18.88;6;2.1;AEMNT00039A;0872767008786;ARCTIC;0
992065609;Mobiler, Telefoni & Navigation;Dis Acc Mount Arctic Z2 Basic;26.65;3;4.655;AEMNT00040A;0872767008793;ARCTIC;0
992096137;Hardware;ARCTIC Monteringspakke Monitor 13-43;48.74;3;6.3;AEMNT00045A;0872767008816;ARCTIC;0
992096138;Hardware;ARCTIC Vægmontering LCD display 42-80;9.11;5;1;AEMNT00041A;0872767008892;ARCTIC;0
992096139;Hardware;ARCTIC Vægmontering LCD display 23-37;7.77;4;0.715;AEMNT00044A;0872767008885;ARCTIC;0
992096140;Hardware;ARCTIC Vægmontering LCD display 49-88;37.46;0;6.3;AEMNT00042A;0872767008915;ARCTIC;7
992096141;Hardware;ARCTIC Vægmontering LCD display 22-55;15.97;4;2.54;AEMNT00043A;0872767008908;ARCTIC;0
992139701;Hardware;AOC Pro-line I2475SXJ 23.8 1920 x 1080 DVI VGA (HD-15) HDMI 60Hz;110.4;0;3.9;I2475SXJ;4038986145930;AOC;4
992166914;Hardware;Acer Predator XB272 27 1920 x 1080 HDMI DisplayPort 240Hz Pivot Skærm;482.88;0;7.51;UM.HX2EE.005;4713392948978;Acer;5
992165220;Hardware;AOC AGON AG251FZ 24.5 1920 x 1080 DVI VGA (HD-15) HDMI DisplayPort HDMI(MHL) 240Hz;276.5;1;6.5;AG251FZ;4038986165884;AOC;0
992177071;Hardware;Lenovo Essential Wireless Combo Tastatur og mus-sæt Trådløs Dansk;40.2;0;0.99;4X30M39467;0190940004470;Lenovo;2
992099920;Hardware;BenQ PD3200U 32 3840 x 2160 DVI HDMI DisplayPort Mini DisplayPort Pivot Skærm;548.85;1;12.5;9H.LF9LA.TBE;4718755066160;BenQ;0
992018304;Hardware;Xerox WorkCentre 6515V_DNI Laser ;383.71;0;30.7;6515V_DNI;0095205839777;Xerox;7
988547913;Hardware;SilverStone 15 pin Serial ATA strøm (female) - 15 pin Serial ATA strøm (male) Sort 18.9cm;10.52;0;0.03;SST-CP06-E4;4710007220498;SilverStone Technology;5
991850674;Hardware;Gigabyte GeForce GTX 1050 Ti OC 4G 4GB GDDR5;118.9;0;4.561;GV-N105TOC-4GD;0889523007501;Gigabyte Technology;7
992072575;Hardware;Ubiquiti Unifi UAP-AC-HD 1.733Gbps;245.17;29;0.7;UAP-AC-HD;0810354026126;Ubiquiti Networks;0
992072576;Hardware;Ubiquiti Unifi UAP-AC-HD 1.733Gbps;1261.54;0;0.7;UAP-AC-HD-5;0810354026119;Ubiquiti Networks;7
992072577;Hardware;Ubiquiti Unifi UAP-AC-SHD 1.733Gbps;375.33;0;0.7;UAP-AC-SHD;0817882020473;Ubiquiti Networks;7
992095586;Hardware;ASUS ROG SWIFT PG258Q 24.5 1920 x 1080 HDMI DisplayPort 240Hz Pivot Skærm;425.21;0;1;PG258Q;4712900518023;ASUSTeK COMPUTER;7
992100324;Hardware;ASUS ROG SWIFT PG258Q 24.5 1920 x 1080 HDMI DisplayPort 240Hz Pivot Skærm;433.02;1;5.6;90LM0360-B01370;4712900518023;ASUSTeK COMPUTER;0
992134218;Hardware;Sandberg Beskyttelsescover Sort  iPad Air 2;26.85;0;0;405-77;5705730405778;Sandberg;3
989524045;Hardware;LG GP57EW40 DVD±RW (±R DL) / DVD-RAM-drev;21.29;4;0.37;GP57EW40;8806087260878;LG Electronics;0
991809118;Hardware;Zebra DS3678-ER Stregkodescanner Bærbar;918.07;0;0.436;DS3678-ER3U4602FVW;5711783783947;Zebra Technologies;4
990856649;Hardware;HPE RDX 1x RDX 1TB;117.19;0;0.357;Q2044A;4948382762566;Hewlett Packard Enterprise;5
992177028;Hardware;Sony CR Knapcellebatterier CR2032;6.73;0;0.003;CR2032BEA;4901660133199;Sony;3
991768677;Hardware;Konica Minolta - 5000 - hæftestifter (pakke med 3 ) - for Konica Minolta FS-519  bizhub 600, 750, C300, C352  magicolor 5550, 5570, 5650, 5670;43.65;0;1;14YK;5711045181054;Konica Minolta Holdings;5
992183201;Hardware;Club 3D USB 3.1 Type C Cable to DisplayPort 1.2m;16.74;4;1;CAC-1517;8719214470609;Club 3D;0
988415989;Mobiler, Telefoni & Navigation;Sony ICD-BX140 Stemmeoptager Sølv Sort;32.58;0;0.07;ICDBX140.CE7;4905524963373;Sony;7
990216791;Hardware;SPEEDLINK ADJIX Mouse Bungee;9.07;0;0.11;SL-680200-BK;4027301468618;J;5
991229036;Hardware;RaidSonic ICY BOX Ekstern Lagringspakning USB 3.0 SATA 6Gb/s ;8.85;0;0.09;IB-AC703-U3;4250078163244;RaidSonic Technology;4
992168201;Hardware;Cisco Aironet 1815I 1Gbps;145.19;0;0.4;AIR-AP1815I-E-K9C;0882658952654;Cisco Systems;5
992168200;Hardware;Cisco Aironet 1815I 1Gbps;145.19;0;0.4;AIR-AP1815I-E-K9;0882658952531;Cisco Systems;5
992177962;Hardware;Hikvision DS-1671ZJ-SD11 Monteringsbeslag til kamera;17.2;0;0;302701470;6954273637248;Hikvision Digital Technology;2
992177958;Netværk og overvågning;Hikvision TurboHD DVR DS-7616HUHI-F2/N ;362.37;0;2;300217821;;Hikvision Digital Technology;2
992174442;Mobiler, Telefoni & Navigation;Hikvision DS-2FP2020 Mikrofon -34dB Omni-directional;26.9;0;0.082;304900041;;Hikvision Digital Technology;3
992183858;Hardware;Epson 35 Gul;16.88;0;0.11;C13T35844020;8715946632322;Epson;4
992183840;Hardware;Epson 35XL Magenta;24.06;0;0.05;C13T35934020;8715946632407;Epson;5
992183835;Hardware;Epson 35 Sort;25.15;0;0.06;C13T35814020;8715946632261;Epson;3
992183836;Hardware;Epson 35XL Sort;39.18;0;0.1;C13T35914020;8715946632360;Epson;5
992183853;Hardware;Epson 35 Cyan 650 sider;11.92;8;0.063;C13T35824010;8715946632278;Epson;0
992183854;Hardware;Epson 35 Cyan;17.58;0;0.11;C13T35824020;8715946632285;Epson;3
992181328;Hardware;Epson 34 Gul 300 sider;6.03;6;0.093;C13T34644010;8715946632094;Epson;0
992181329;Hardware;Epson 34 Gul;8.44;0;0.06;C13T34644020;8715946632100;Epson;5
992181330;Hardware;Epson 34 Sort Gul Cyan Magenta;33.34;6;0.28;C13T34664010;8715946632117;Epson;0
992183834;Hardware;Epson 35 Sort 900 sider;18.61;14;0.068;C13T35814010;8715946632254;Epson;0
992183837;Hardware;Epson 35XL Cyan 1900 sider;22.9;11;0.068;C13T35924010;8715946632377;Epson;0
992183867;Hardware;Epson 34XL Sort 1100 sider;28.12;0;0.105;C13T34714010;8715946632131;Epson;5
992183833;Hardware;Epson 34XL Sort Gul Cyan Magenta;89.98;0;0.295;C13T34764020;;Epson;5
992181327;Hardware;Epson 34 Magenta;8.44;0;0.055;C13T34634020;;Epson;5
992181323;Hardware;Epson 34 Sort;16.07;0;0.055;C13T34614020;;Epson;4
992181325;Hardware;Epson 34 Cyan;8.44;0;0.04;C13T34624020;;Epson;3
992183831;Hardware;Epson 34XL Gul;18.34;0;0.06;C13T34744020;;Epson;5
992183838;Hardware;Epson 35XL Cyan;27.93;0;0.06;C13T35924020;8715946632384;Epson;3
992183856;Hardware;Epson 35 Magenta;17.58;0;0.11;C13T35834020;8715946632308;Epson;3
992183832;Hardware;Epson 34XL Sort Gul Cyan Magenta;72.44;0;0.28;C13T34764010;8715946632216;Epson;5
992183868;Hardware;Epson 34XL Sort;34.81;0;0.06;C13T34714020;;Epson;5
992183869;Hardware;Epson 34XL Cyan 950 sider;14.33;17;0.093;C13T34724010;8715946632155;Epson;0
992183870;Hardware;Epson 34XL Magenta;18.34;0;0.055;C13T34734020;;Epson;5
992181331;Hardware;Epson 34 Multipack Sort Gul Cyan Magenta;41.24;0;0.313333;C13T34664020;;Epson;4
992183841;Hardware;Epson 35XL Gul 1900 sider;22.9;4;0.068;C13T35944010;8715946632414;Epson;0
992183830;Hardware;Epson 34XL Gul 950 sider;14.33;16;0.107;C13T34744010;8715946632193;Epson;0
992183857;Hardware;Epson 35 Gul 650 sider;11.92;6;0.068;C13T35844010;8715946632315;Epson;0
992183844;Hardware;Epson 35XL Multipack Sort Gul Cyan Magenta;120.78;0;0.27;C13T35964020;8715946632445;Epson;4
992181324;Hardware;Epson 34 Cyan 300 sider;6.03;7;0.078;C13T34624010;8715946632056;Epson;0
992181326;Hardware;Epson 34 Magenta 300 sider;6.03;1;0.093;C13T34634010;8715946632070;Epson;0
992183839;Hardware;Epson 35XL Magenta 1900 sider;22.9;4;0.068;C13T35934010;8715946632391;Epson;0
992183855;Hardware;Epson 35 Magenta 900 sider;14.33;0;0.063;C13T35834010;8715946632292;Epson;5
992183828;Hardware;Epson 34XL Magenta;14.33;17;0.093;C13T34734010;8715946632179;Epson;0
992183829;Hardware;Epson 34XL Cyan;18.34;0;0.055;C13T34724020;;Epson;5
992183859;Hardware;Epson 35 Multipack Sort Gul Cyan Magenta;62.8;0;0.29;C13T35864010;8715946632339;Epson;5
992181322;Hardware;Epson 34 Sort 350 sider;12.99;0;0.093;C13T34614010;8715946632032;Epson;5
992183842;Hardware;Epson 35XL Gul;28.79;0;0.05;C13T35944020;8715946632421;Epson;3
992183843;Hardware;Epson 35XL Multipack Sort Gul Cyan Magenta;105.65;27;0.335;C13T35964010;8715946632438;Epson;0
992183861;Hardware;Epson 35XL Sort 2600 sider;37.36;13;0.093;C13T35914010;8715946632353;Epson;0
992168203;Hardware;10m Ext Cable f Logitech Group;90.09;0;0.306666;939-001487;0097855129765;Logitech;3
992179527;Hardware;WD Elements Portable Harddisk WDBU6Y0020BBK 2TB USB 3.0;56.1;14;0.23;WDBU6Y0020BBK-WESN;0718037855363;Western Digital;0
992179529;Hardware;WD Elements Portable Harddisk WDBUZG0010BBK 1TB USB 3.0;39.5;0;0.13;WDBUZG0010BBK-WESN;0718037855448;Western Digital;4
